Price,Area,Location,No. of Bedrooms,Location_Encoded
6000000,745,Ulwe,1,7761683.373041518
4300000,650,Kharghar,1,10456264.530956848
10000000,1100,Ulwe,2,7761683.373041518
8600000,1100,Kharghar,2,10456264.530956848
17000000,2250,Kamothe,3,8238430.088778924
9200000,1150,Sector 17 Ulwe,2,10512629.969050447
62000000,1450,Worli,3,60446500.50524536
7000000,600,Airoli,1,10976898.734651402
23000000,1360,Thakur Village,3,16269952.508810613
17500000,1050,Chembur,2,17425073.26802795
4200000,1380,Boisar,3,3162324.503508562
34000000,2365,Kandivali East,4,19942455.57008331
2400000,550,Nala Sopara,1,2914107.71666728
4500000,800,Vasai east,2,10870583.10784262
4500000,600,Kharghar,1,10456264.530956848
51500000,3465,Sanpada,4,17156274.40966931
14000000,810,Ghatkopar East,2,17155597.004407123
39600000,1485,Chembur East,3,17750900.345802285
2650000,630,Nala Sopara,1,2914107.71666728
13000000,910,Hiranandani Estates,2,15183535.074294586
12000000,1046,Thane West,2,12008191.358851675
7053000,1085,Navi Basti,2,13925638.866347099
7100000,890,Mira Road East,2,8224102.533333333
2950000,630,Virar,1,3947315.4002871136
11500000,1450,Sector 10 Kamothe,3,14678595.541103713
8500000,594,Majiwada,1,13399059.655176558
14000000,780,Goregaon West,2,23283708.065473303
21000000,1250,Magathane,2,18671638.447242483
11000000,1250,Ulwe,2,7761683.373041518
7800000,985,Beturkar Pada,2,13786376.115998913
18000000,987,Goregaon,2,21271125.200406432
21500000,1250,Seawoods,1,21395177.98511841
2330000,590,Nala Sopara,1,2914107.71666728
2580000,605,Nala Sopara,1,2914107.71666728
12000000,720,Malad East,1,20889612.17056266
9200000,400,Chembur Shell Colony,1,14379346.050068818
55000000,1500,Juhu,3,58276960.52177489
8800000,600,Borivali West,1,15910647.594565125
10200000,644,Ghatkopar West,1,19041613.901327305
40000000,1200,Ville Parle East,3,32285017.2842167
9000000,1412,Mira Road East,2,8224102.533333333
17000000,1450,Kharghar,3,10456264.530956848
5000000,570,Kharghar,1,10456264.530956848
18000000,1342,Goregaon,2,21271125.200406432
26000000,955,Wadala East,2,16180337.187283933
30000000,1212,Vashi,3,17651058.314693686
31500000,1470,Andheri West,3,41255880.9696951
92500000,2670,Parel,5,39967083.21797723
19200000,1150,Borivali West,2,15910647.594565125
2394000,640,Titwala,1,7697674.950367176
12000000,936,Thane West,2,12008191.358851675
17000000,700,Ville Parle East,1,32285017.2842167
11500000,1170,Thane West,2,12008191.358851675
14500000,1000,Kandivali East,2,19942455.57008331
3250000,600,Kalyan West,1,5402967.523396111
18800000,772,Ville Parle East,2,32285017.2842167
4500000,650,Vasai,2,6563217.704137598
41500000,1820,Goregaon East,3,28813531.79700447
5200000,695,Kalyan West,1,5402967.523396111
16500000,1560,Kharghar,3,10456264.530956848
14500000,995,Kandivali East,2,19942455.57008331
4000000,650,Ulwe,1,7761683.373041518
12900000,1125,Malad West,2,14215638.559645081
4500000,1065,Thane,2,10112006.843626909
8200000,1150,Sector 17 Ulwe,2,10512629.969050447
3900000,750,Naigaon East,1,3259898.431572335
11100000,1245,Sector 17 Ulwe,2,10512629.969050447
10000000,1129,Kamothe,2,8238430.088778924
4850000,600,Kharghar,1,10456264.530956848
2100000,400,Dombivali East,1,8009889.367747745
2345000,525,Nala Sopara,1,2914107.71666728
8500000,1150,Mira Road East,2,8224102.533333333
23700000,1001,Mulund West,3,20572069.98986891
23000000,1100,Dattapada,3,16948435.806464788
17500000,1050,Andheri East,1,17894966.774751816
6400000,1180,Mira Road and Beyond,2,10442006.843626909
25000000,1080,Malad East,3,20889612.17056266
6050000,1246,Panvel,2,7890890.089134022
3300000,625,Karanjade,1,7574875.71021936
8000000,1350,Ulwe,2,7761683.373041518
4199000,625,Thane West,1,12008191.358851675
7600000,880,Thane West,2,12008191.358851675
18000000,780,Kandivali West,2,14320931.905521896
3400000,380,Mira Road East,1,8224102.533333333
16000000,970,Malad West,2,14215638.559645081
3536000,1105,Boisar,3,3162324.503508562
6200000,655,Mira Road East,1,8224102.533333333
20000000,1070,Powai,2,23041090.88927851
4400000,610,Thakur complex,1,14750183.585908774
37000000,1150,matunga east,3,21694307.789987743
7600000,1098,Kamothe,2,8238430.088778924
3900000,670,Ulwe,1,7761683.373041518
6000000,700,Kharghar,1,10456264.530956848
30400000,1690,Mulund West,3,20572069.98986891
4500000,725,Kalyan West,1,5402967.523396111
8000000,990,Mira Road East,2,8224102.533333333
2350000,540,Naigaon East,1,3259898.431572335
4300000,640,Kharghar,1,10456264.530956848
12900000,1235,Mira Road East,2,8224102.533333333
9000000,650,Bhandup West,1,20727537.005374394
18500000,1050,Borivali West,2,15910647.594565125
6600000,640,Airoli,1,10976898.734651402
8500000,1048,Mira Road East,2,8224102.533333333
9499000,580,Borivali West,1,15910647.594565125
5000000,650,Sector-18 Ulwe,1,13298362.023514869
2948000,353,Vasai,1,6563217.704137598
10000000,650,Kandivali West,1,14320931.905521896
5700000,900,Mira Road and Beyond,2,10442006.843626909
35000000,873,Dahisar,2,16854206.714503538
16800000,830,Goregaon West,1,23283708.065473303
16900000,888,Kandivali West,2,14320931.905521896
4800000,485,Kalyan West,1,5402967.523396111
6500000,940,Mira Road and Beyond,2,10442006.843626909
8500000,525,Borivali West,1,15910647.594565125
26500000,1500,Kandivali West,3,14320931.905521896
86500000,1376,Napeansea Road,3,28524676.004926965
6400000,1550,Taloja,3,4112323.635028059
3499000,420,Ulwe,1,7761683.373041518
14600000,1084,Seawoods,2,21395177.98511841
6000000,610,Sector9 Kamothe,1,14356154.282749137
6500000,385,Mulund East,1,14043873.30540845
9800000,610,Borivali West,1,15910647.594565125
3300000,590,Koproli,1,6596802.850961264
20000000,1000,Kandivali West,2,14320931.905521896
19800000,926,Govandi,2,14965460.972803228
2150000,500,Nalasopara West,1,7007684.735536651
3900000,773,Nala Sopara,2,2914107.71666728
7000000,1060,Kalyan East,2,12536657.477215705
3650000,830,Virar,2,3947315.4002871136
6800000,574,Dahisar,1,16854206.714503538
13000000,550,Four Bunglows,1,14873758.25264821
12000000,1415,Kharghar,3,10456264.530956848
35000000,1150,Bandra East,2,26571316.994360387
17900000,1810,Kharghar,3,10456264.530956848
10200000,1230,Kharghar,2,10456264.530956848
24000000,1250,Mahatma Gandhi Road,3,16304951.470641186
14500000,1150,Malad West,2,14215638.559645081
28500000,1150,Powai,2,23041090.88927851
16500000,850,Andheri East,2,17894966.774751816
5600000,619,Sector 21 Kamothe,1,13423006.708863143
29700000,2015,Thane West,3,12008191.358851675
2600000,660,Badlapur East,1,4463040.77249398
110000000,3000,Andheri West,4,41255880.9696951
19100000,1278,Chembur,2,17425073.26802795
21000000,1050,Andheri East,2,17894966.774751816
8000000,1000,Mira Road East,2,8224102.533333333
12000000,950,Kapurbawadi,2,14743649.778285211
24000000,1000,Andheri,2,17982019.23944883
11500000,650,Govandi,1,14965460.972803228
8000000,972,Mira Road,2,14134950.921461772
37400000,3400,Ulwe,4,7761683.373041518
24000000,2400,Sanpada,3,17156274.40966931
23500000,1310,Nerul,1,22342871.502995614
40000000,1700,Borivali West,4,15910647.594565125
2300000,585,Nala Sopara,1,2914107.71666728
13200000,768,Pokhran 2,2,14423545.334468493
2450000,575,Nala Sopara,1,2914107.71666728
25000000,1313,Powai,3,23041090.88927851
4300000,685,Mumbai Central,1,13046266.68829073
21300000,1160,Malad East,2,20889612.17056266
23000000,907,Kandivali West,3,14320931.905521896
4800000,250,Andheri East,1,17894966.774751816
8500000,650,Kandivali West,1,14320931.905521896
11000000,780,Kurla,2,12673381.718626909
13500000,800,Thane West,2,12008191.358851675
11000000,1255,Kharghar,2,10456264.530956848
33000000,1650,Nahur,3,17905355.000512153
5500000,636,Kharghar,1,10456264.530956848
22400000,1496,Chembur,2,17425073.26802795
10300000,1252,Kamothe,2,8238430.088778924
13500000,1300,Kharghar,3,10456264.530956848
11000000,756,Juhu,2,58276960.52177489
7800000,785,Mira Road East,2,8224102.533333333
2110000,495,Kasheli,1,13064488.080727706
4600000,920,Dombivali East,2,8009889.367747745
7598999,400,Thane West,2,12008191.358851675
45500000,1620,Parel,3,39967083.21797723
16299999,742,Malad West,2,14215638.559645081
2500000,560,Naigaon East,1,3259898.431572335
5200000,880,Kalyan West,2,5402967.523396111
13700000,697,Borivali West,2,15910647.594565125
7998000,990,Vartak Nagar,2,13881374.214686364
10000000,750,Malad West,1,14215638.559645081
6000000,650,Mira Road,1,14134950.921461772
5500000,650,Sector 30,1,13897944.694925725
12000000,1340,Kalyan West,3,5402967.523396111
17600000,783,Chembur,3,17425073.26802795
6700000,980,Kamothe,2,8238430.088778924
25000000,1350,4 Bunglows,2,16054198.603560785
10000000,1100,Kharghar,2,10456264.530956848
8400000,660,Airoli,1,10976898.734651402
4250000,640,Kamothe,1,8238430.088778924
2050000,513,Boisar,1,3162324.503508562
3900000,999,Boisar,2,3162324.503508562
16500000,1054,Ghatkopar West,2,19041613.901327305
4500000,650,Kharghar,1,10456264.530956848
6800000,890,Mira Road and Beyond,2,10442006.843626909
6500000,650,Nerul,1,22342871.502995614
5600000,560,Mira Road East,1,8224102.533333333
5600000,670,Kharghar,1,10456264.530956848
8700000,525,Kandivali East,1,19942455.57008331
3800000,635,Nala Sopara,1,2914107.71666728
2950000,428,Panvel,1,7890890.089134022
5994000,750,Mira Road East,1,8224102.533333333
10500000,700,Powai,1,23041090.88927851
21500000,1500,Goregaon West,3,23283708.065473303
22000000,1655,Kandivali East,3,19942455.57008331
8600000,1065,Thane West,2,12008191.358851675
24500000,1120,Chembur East,2,17750900.345802285
8500000,783,Thane West,2,12008191.358851675
18500000,1285,Chembur,3,17425073.26802795
5600000,850,Mira Road East,2,8224102.533333333
13000000,1220,Kharghar,2,10456264.530956848
46300000,1797,Kandivali East,3,19942455.57008331
9800000,728,Malad West,1,14215638.559645081
28500000,1050,Andheri East,2,17894966.774751816
8800000,1235,Ulwe,2,7761683.373041518
3800000,655,Sector 17 Ulwe,1,10512629.969050447
7500000,970,Kalyan West,2,5402967.523396111
6100000,1150,Dronagiri,2,7490090.895510435
2320000,570,Taloja,1,4112323.635028059
2500000,555,Nala Sopara,1,2914107.71666728
8000000,850,Koper Khairane,2,12417603.76104321
7600000,1050,Mira Road East,2,8224102.533333333
12000000,900,Borivali West,2,15910647.594565125
8500000,1114,Kharghar,2,10456264.530956848
13899999,800,Devidas Cross Lane,2,14990855.749466434
7000000,1020,Mira Road East,2,8224102.533333333
17500000,1350,Thane West,3,12008191.358851675
7998999,1060,Kalyan West,2,5402967.523396111
8000000,1300,Panvel,2,7890890.089134022
15700000,928,Thane West,2,12008191.358851675
33500000,1501,Goregaon West,3,23283708.065473303
5500000,560,Kharghar,1,10456264.530956848
5000000,600,Sector 20 Kharghar,1,11436563.516570637
10500000,660,Powai,1,23041090.88927851
12800000,950,Chembur,1,17425073.26802795
2000000,575,Nala Sopara,1,2914107.71666728
2357000,555,Virar East,1,10973302.695062157
82500000,1220,Khar,3,20845354.29655961
9000000,1200,Kalyan West,2,5402967.523396111
29000000,1543,Wadala East Wadala,3,18400613.126867454
8100000,846,Thane West,2,12008191.358851675
16600000,981,Thane West,2,12008191.358851675
3000000,600,Dombivali East,1,8009889.367747745
7100000,660,Kalyan West,2,5402967.523396111
18500000,1700,Kharghar,3,10456264.530956848
9800000,728,Malad West,1,14215638.559645081
15500000,1700,Kharghar,3,10456264.530956848
9900000,480,Malad West,1,14215638.559645081
8000000,1000,Kharghar,2,10456264.530956848
14800000,1200,Ghansoli,2,14206666.95268249
26000000,1050,Sen Nagar,2,16829341.83814455
10000000,762,Panvel,2,7890890.089134022
6400000,670,Kharghar,1,10456264.530956848
18000000,1300,Dahisar East,3,12694499.424861714
10000000,1050,Mira Road East,2,8224102.533333333
2520000,630,Ambernath West,1,10457855.648712488
7200000,657,Thane West,1,12008191.358851675
23500000,1750,Koper Khairane,3,12417603.76104321
16000000,750,Borivali West,2,15910647.594565125
13500000,820,Malad East,2,20889612.17056266
9400000,680,Kandivali East,2,19942455.57008331
7400000,800,Mira Road East,2,8224102.533333333
13000000,600,Powai,1,23041090.88927851
19000000,721,Kandivali West,2,14320931.905521896
11200000,541,Mira Road East,2,8224102.533333333
16000000,1944,Mira Road,4,14134950.921461772
4800000,540,Kharghar,1,10456264.530956848
13500000,1013,Borivali East,2,17360205.10204722
16500000,1053,Ghatkopar West,2,19041613.901327305
4400000,685,Ulwe,1,7761683.373041518
4500000,603,Sector 30 Kharghar,1,14538107.072738782
31500000,1600,Borivali West,3,15910647.594565125
3000000,665,Dronagiri,1,7490090.895510435
7600000,455,Mira Road East,2,8224102.533333333
22000000,985,Powai,2,23041090.88927851
4350000,660,Thane West,1,12008191.358851675
21000000,1198,Powai,2,23041090.88927851
11500000,1182,Kharghar,2,10456264.530956848
6000000,900,Nala Sopara,2,2914107.71666728
4499000,810,Kalyan West,2,5402967.523396111
13899999,992,Dahisar,2,16854206.714503538
5300000,545,royal palms goregaon east,1,13871923.000053126
10500000,400,Link Road,1,14883927.318131762
11000000,585,Powai,1,23041090.88927851
2515000,710,Nala Sopara,2,2914107.71666728
12000000,925,Ghansoli,2,14206666.95268249
9000000,600,Sanpada,1,17156274.40966931
29000000,1160,Mulund West,3,20572069.98986891
2400000,585,Nala Sopara,1,2914107.71666728
17000000,1000,Chembur,2,17425073.26802795
2700000,575,Nala Sopara,1,2914107.71666728
25500000,3000,Sector-3 Ulwe,5,14996838.818055209
13300000,1158,Thane West,2,12008191.358851675
46000000,1040,Lower Parel,1,37020513.95228593
2450000,545,Nala Sopara,1,2914107.71666728
10500000,1165,Sector9 Kamothe,2,14356154.282749137
25000000,1250,Borivali West,3,15910647.594565125
8100000,1137,Mira Road East,2,8224102.533333333
11200000,1726,Panvel,3,7890890.089134022
13500000,850,Goregaon East,2,28813531.79700447
4100000,350,Kandivali West,1,14320931.905521896
4800000,945,Nala Sopara,2,2914107.71666728
7500000,950,Kamothe,2,8238430.088778924
5600000,802,Bhiwandi,2,9029297.909994189
10500000,1136,Sector 5,2,14548487.066740714
78800000,1478,Andheri West,3,41255880.9696951
20000000,1600,Malad East,3,20889612.17056266
14000000,1185,Malad West,3,14215638.559645081
7500000,385,Pant Nagar,1,14332153.385960735
3500000,216,Vasai West,1,10555486.780597325
17500000,2400,Manpada near Tiku ji ni wadi,3,15459246.3872817
15500000,600,Parel,1,39967083.21797723
8000000,1155,Ulwe,2,7761683.373041518
9500000,1260,Sector 19 Kharghar,2,13297238.433045877
14000000,800,Bhandup West,2,20727537.005374394
2000000,820,Boisar,2,3162324.503508562
5499000,579,Virar,2,3947315.4002871136
19000000,1150,Chembur East,2,17750900.345802285
75100000,2100,Goregaon East,3,28813531.79700447
26500000,1100,Koldongri,3,16630222.65654868
7700000,995,Mira Road East,2,8224102.533333333
22500000,1495,kandivali,3,14740940.483654821
13500000,1050,Belapur,2,19393086.759014092
21000000,1050,Kandivali East,2,19942455.57008331
19900000,934,Andheri West,2,41255880.9696951
11000000,1060,Kharghar,2,10456264.530956848
13600000,1760,Kharghar,3,10456264.530956848
3000000,545,Vasai West,1,10555486.780597325
7600000,972,Mira Road East,2,8224102.533333333
16000000,1039,Chembur,2,17425073.26802795
26000000,1350,no 9,3,16565168.419367181
17500000,1000,Chembur,2,17425073.26802795
7500000,1015,Dombivli (West),2,9361077.727568513
13300000,910,Malad East,2,20889612.17056266
24800000,708,Andheri West,2,41255880.9696951
2077000,620,Badlapur West,1,12223273.868472777
24500000,2200,Sector 30 Kharghar,4,14538107.072738782
16900000,904,Chembur,2,17425073.26802795
74500000,3600,Goregaon East,4,28813531.79700447
5500000,700,Thane West,1,12008191.358851675
4250000,650,Kamothe,1,8238430.088778924
14600000,829,Kandivali West,2,14320931.905521896
15500000,610,Sewri,1,15203092.214157859
2990000,299,Naigaon East,1,3259898.431572335
5675000,982,Kalyan West,2,5402967.523396111
9000000,1026,kolshet,2,13994879.412083784
36100000,1237,Nahur,3,17905355.000512153
2249000,510,Dombivali,1,6386152.42815131
43000000,2195,Goregaon East,3,28813531.79700447
15500000,915,Powai,2,23041090.88927851
8500000,1098,Mira Road East,2,8224102.533333333
4200000,555,Kalyan West,1,5402967.523396111
4278000,514,Vasai,2,6563217.704137598
2150000,525,Nalasopara West,1,7007684.735536651
5300000,560,Sector 20 Kharghar,1,11436563.516570637
6500000,566,Dahisar East,1,12694499.424861714
15500000,850,Kandivali East,2,19942455.57008331
10000000,750,Malad West,2,14215638.559645081
3000000,450,Dombivli (West),1,9361077.727568513
10200000,585,Malad West,1,14215638.559645081
4500000,500,Thane West,1,12008191.358851675
12700000,1125,Sector 15 Kharghar,2,14445427.91368866
180000000,5460,Juhu,4,58276960.52177489
2582000,670,Titwala,1,7697674.950367176
10000000,1100,Kopar Khairane Sector 19A,2,14589595.494433293
20900000,667,Andheri West,2,41255880.9696951
30000000,797,Malad East,3,20889612.17056266
7700000,737,Virar,3,3947315.4002871136
16000000,1044,Dahisar,3,16854206.714503538
5699000,905,Thane West,2,12008191.358851675
12500000,800,Kandivali East,2,19942455.57008331
14000000,1600,Kharghar,3,10456264.530956848
9000000,925,Mira Road East,2,8224102.533333333
19500000,1300,Thane West,3,12008191.358851675
4850000,970,Nalasopara East,2,10614438.251645748
45000000,1717,Prabhadevi,3,22317242.539898776
90000000,5245,Thane West,5,12008191.358851675
2300000,350,Kalyan West,1,5402967.523396111
2300000,560,Nala Sopara,1,2914107.71666728
4500000,550,Kharghar,1,10456264.530956848
3574000,374,Virar,1,3947315.4002871136
8500000,1150,Mira Road East,2,8224102.533333333
16299999,1090,Kandivali East,2,19942455.57008331
17000000,800,Rajendra Nagar,2,15647862.893398624
2900000,570,Adaigaon,1,13559662.661581932
7100000,1085,Kharghar,2,10456264.530956848
5160000,645,Bhayandar East,1,11477190.28508956
14200000,900,Borivali West,2,15910647.594565125
4600000,670,Koproli,2,6596802.850961264
4300000,620,Koper Khairane,1,12417603.76104321
2156000,580,Nala Sopara,1,2914107.71666728
16399999,652,Kanjurmarg,2,16686437.492056556
2500000,675,Boisar,2,3162324.503508562
35300000,1962,Kandivali West,3,14320931.905521896
12200000,1565,Kamothe,3,8238430.088778924
4500000,325,Byculla,1,13767836.220562728
3000000,560,Virar,1,3947315.4002871136
4500000,555,Owale,1,13685285.81972264
13000000,1800,Kharghar,3,10456264.530956848
10000000,585,Powai,1,23041090.88927851
8000000,1140,Ulwe,2,7761683.373041518
12800000,1100,Majiwada thane,2,14907007.031115565
9000000,650,Borivali West,1,15910647.594565125
8200000,450,Thane West,1,12008191.358851675
2156000,565,Titwala,1,7697674.950367176
3500000,730,Nala Sopara,1,2914107.71666728
7800000,575,Bhandup West,1,20727537.005374394
4380000,610,Kalyan West,2,5402967.523396111
10000000,1335,Ulwe,2,7761683.373041518
28500000,3500,Kharghar,4,10456264.530956848
18800000,985,Powai,2,23041090.88927851
4000000,665,Taloja,1,4112323.635028059
2600000,650,Titwala,1,7697674.950367176
2800000,375,Mulund East,1,14043873.30540845
14800000,1505,Thane West,3,12008191.358851675
3000000,830,Titwala,2,7697674.950367176
2576000,644,Ambernath West,1,10457855.648712488
5000000,791,Dombivali,2,6386152.42815131
9500000,1065,Thane West,2,12008191.358851675
6400000,693,Mira Road East,1,8224102.533333333
22000000,1590,Kharghar,3,10456264.530956848
32000000,3205,Kharghar,4,10456264.530956848
2000000,780,Boisar,2,3162324.503508562
14500000,791,Kandivali West,2,14320931.905521896
10000000,447,Chembur,1,17425073.26802795
11900000,698,Mira Road East,3,8224102.533333333
18000000,900,Andheri East,2,17894966.774751816
6998999,650,Ulwe,1,7761683.373041518
18800000,1299,Goregaon West,2,23283708.065473303
5760000,778,Vasai,2,6563217.704137598
6000000,693,Mira Road East,1,8224102.533333333
15000000,700,Andheri East,2,17894966.774751816
17000000,580,Ville Parle East,1,32285017.2842167
12500000,1000,Mulund West,2,20572069.98986891
23500000,1100,Andheri West,2,41255880.9696951
11000000,350,Jogeshwari East,1,16168675.75398134
62500000,1890,Ville Parle East,4,32285017.2842167
23800000,1672,Malad East,3,20889612.17056266
11500000,1330,Kalamboli,2,14313986.958311712
3188000,797,Ambernath West,1,10457855.648712488
11500000,1250,Kharghar,2,10456264.530956848
5600000,620,Kharghar,1,10456264.530956848
17300000,845,Kandivali East,2,19942455.57008331
27500000,1056,Borivali West,3,15910647.594565125
71000000,2580,Worli,3,60446500.50524536
4300000,654,Karanjade,1,7574875.71021936
6100000,1350,Virar,3,3947315.4002871136
29500000,2130,Nerul,3,22342871.502995614
5500000,660,Kharghar,1,10456264.530956848
19500000,800,Worli,1,60446500.50524536
26000000,1760,Malad East,3,20889612.17056266
10800000,1260,Sector12 Kamothe,2,13603236.520254802
13000000,850,Dahisar,2,16854206.714503538
3000000,450,Ulwe,1,7761683.373041518
17000000,2235,Kharghar,4,10456264.530956848
4500000,690,Koproli,2,6596802.850961264
15500000,1200,Ghansoli,2,14206666.95268249
7000000,560,Kandivali West,1,14320931.905521896
70000000,2500,Seawoods,4,21395177.98511841
2500000,640,Nala Sopara,1,2914107.71666728
7900000,1065,Kamothe,2,8238430.088778924
15500000,2000,Kharghar,3,10456264.530956848
37500000,2780,Malad East,4,20889612.17056266
85600000,1705,Andheri West,4,41255880.9696951
2600000,840,Boisar,2,3162324.503508562
6164000,399,Mira Road East,1,8224102.533333333
10400000,1129,Kamothe,2,8238430.088778924
16800000,800,Chembur,2,17425073.26802795
